snapshot,time_star,marker_over_R,D_reference_mode_amp_over_R,D_reference_mode_spatial_corr,D_reference_mode_projection_fraction,D_uniform_amp_over_R,D_uniform_spatial_corr,D_uniform_projection_fraction,MA_reference_mode_amp_over_R,MA_reference_mode_spatial_corr,MA_reference_mode_projection_fraction,MA_uniform_amp_over_R,MA_uniform_spatial_corr,MA_uniform_projection_fraction,TTR_reference_mode_amp_over_R,TTR_reference_mode_spatial_corr,TTR_reference_mode_projection_fraction,TTR_uniform_amp_over_R,TTR_uniform_spatial_corr,TTR_uniform_projection_fraction,P_reference_mode_amp_over_R,P_reference_mode_spatial_corr,P_reference_mode_projection_fraction,P_uniform_amp_over_R,P_uniform_spatial_corr,P_uniform_projection_fraction
16,3.5954268804949794,-0.0005063506351848233,-0.0006851032513772928,-0.18736964545564003,0.03510738403817225,-0.0011879020261722655,-0.31918753976682485,0.10188068554239837,-0.0009947617784963102,-0.18544656549497965,0.034390428653883774,-0.001368497210059029,-0.22500274678405774,0.05062623606037081,-0.0015266423999627141,-0.18552173910592965,0.03441831568088863,-0.002401416770012505,-0.27975218794044554,0.07826128665746636,-0.000780122857415005,-0.19021551807330117,0.03618194331589437,-0.0010614473207787353,-0.26756760847271177,0.0715924251038064
17,3.835122005861311,-0.0007639786458767656,-0.00034399888571386405,-0.10226949423205761,0.010459049450480866,-0.00046832308241576224,-0.1367907515775971,0.01871170971716388,-0.0012744944742533542,-0.31168949365573134,0.09715034045536619,-0.0011792462963015247,-0.25435069382606973,0.0646942754498031,-0.0018898228635319317,-0.28011988692937906,0.0784671510533281,-0.0015377048495290925,-0.21849640382332525,0.04774067848372562,-0.0006357654053522797,-0.16890359793822088,0.028528425396476174,-0.0005231934773240595,-0.1436999045092298,0.02064966255596176
18,4.074817131227643,-0.0005123616717506198,-0.0006901035503853188,-0.20169775242332,0.04068198333261888,-0.0006185372510548445,-0.1776130028155566,0.03154637876915892,-0.0008294588088989011,-0.19738947971350987,0.03896260670157012,-0.0007054574818122893,-0.1480622079806132,0.021922417432094356,-0.0007618293198923754,-0.1096653387582594,0.01202648652496379,-0.0007618793351826839,-0.10513476822072336,0.01105331948882522,-0.0006598227771995423,-0.16649612357684757,0.02772095916611689,-0.0005818367372792541,-0.15178543950353873,0.02303881964528241
19,4.314512256593975,-0.00037704302162946246,-0.00039397437911383647,-0.11383548053832505,0.012958516629391383,0.0002865483199618524,0.08134476929192107,0.006616971491155865,-0.0005550002529052897,-0.11911480611287309,0.01418833703530735,-0.0008343911616510832,-0.15793793718987598,0.02494439200379321,-0.0007935926343591735,-0.11321057177082501,0.012816633560677124,-0.000711589884342727,-0.09731226634229341,0.009469677180673453,-0.00039409820783141604,-0.10156522017134322,0.010315493948453422,0.00023217377226231788,0.06185942263339088,0.003826588168536472
20,4.554207381960307,-0.00016303115436320544,-0.000751892645287515,-0.2287885441318912,0.05234419792599033,-0.00042000352236902635,-0.12556062546620442,0.015765470667464462,-0.00026649924569900515,-0.062465206665088556,0.0039019020437122236,-0.00046308579061905006,-0.09572995426859705,0.009164224144267683,-0.0003110498377249803,-0.043522769468668884,0.0018942314622228962,-0.00042066948763701083,-0.05642557874231653,0.003183845936405363,-0.0011420603908220135,-0.2855476155706718,0.08153744075809617,-0.0008193764750650248,-0.21179958726920958,0.04485906516740753
21,4.793902507326639,-0.0009406230657651885,-0.00046061535589664033,-0.14504318753002457,0.02103752624886987,-0.00026366090216359793,-0.08156930401156429,0.006653551356930997,-0.0011392419565741116,-0.24835540153527957,0.061680405471749945,-0.0017450845033430166,-0.3355199126660315,0.11257361179542141,-0.0011067410620131083,-0.15248902316594765,0.02325290218610491,-0.0014828950125450608,-0.19586256129254856,0.03836214291607734,-0.0006000977819515282,-0.16948505142525896,0.028725182656622668,-0.0006420098331621974,-0.18745766707685335,0.035140376945896376
22,5.033597632692971,-0.001590289641300779,-0.0016190255415447167,-0.4562789360213271,0.2081904674567543,-0.001730689213507363,-0.47920121082662226,0.22963380045770085,0.0005661378810943381,0.11687218635323084,0.013659107942984316,0.00033681711033500697,0.06132355142610601,0.0037605779595102674,0.0010656446332997765,0.14154256905458526,0.02003429885457204,0.0010242618163447586,0.130416974403199,0.017008587212484664,-0.0015577559559322928,-0.3760815990491816,0.14143736914338942,-0.0018496609764315716,-0.46166499751850837,0.21313456993376434
23,5.273292758059303,-0.0008193163623454385,-0.0006913146096647764,-0.21907868931283364,0.04799547211102909,-0.0005685588201879354,-0.17701982213622028,0.031336017429139065,-0.0009592717306313708,-0.21546336766724314,0.046424462806509595,-0.001597434937486787,-0.31644568288041985,0.10013787021365525,-0.001090522151006485,-0.14863992878158064,0.022093828428193362,-0.0016337106535353212,-0.2134639807680985,0.04556687108536313,-0.0009349405793016613,-0.25270438105251497,0.06385950420313469,-0.0008575336726836825,-0.23962498232652774,0.05742013215498872
24,5.512987883425635,-0.0016408792430581847,-0.0013083918885456315,-0.3514639327033298,0.12352689599129073,-0.001597945164668688,-0.4217226170867104,0.17784996576246415,-0.00011252679436890986,-0.026316154312593248,0.00069253997780422,-0.0005249759946264912,-0.10828046734890218,0.011724659609296672,-0.00017825635793136273,-0.025417507297950063,0.0006460496772413447,-0.00015311008608375986,-0.020928600819472135,0.0004380063322608097,-0.0012558530244820513,-0.3006606720404438,0.0903968397118113,-0.0017272025158408227,-0.4274971463586619,0.18275381014479916
25,5.7526830087919665,0.0006349954703920025,-0.00019128971055273468,-0.05493869075821626,0.0030182597422269163,-0.0006823134135195675,-0.19252747028596814,0.03706682681471435,-0.00027091258571594444,-0.055509181446832104,0.0030812692248973297,-0.0014040876008627413,-0.25373130031263813,0.06437957275834216,-0.001396041028599256,-0.18715939049006888,0.035028637448614085,-0.002531913358002521,-0.3253949031820441,0.10588184301685187,-0.00031288718661793115,-0.08424076797120604,0.0070965069883785715,-0.000987483302277763,-0.274863106114971,0.07554972710316982
26,5.992378134158298,-0.0006411442448801798,-0.0008853432554620095,-0.24131143774607478,0.05823120998707771,-0.001378296632017514,-0.3690889291955194,0.13622663765469512,-0.0008065750068264564,-0.22155125154655603,0.04908495706184535,-0.0009381330193021474,-0.22726788398590184,0.05165069109142934,-0.0009424815662947432,-0.14314355542736718,0.020490077460387734,-0.0006642616947973443,-0.09671339090000516,0.009353479979377199,-0.0010545979272158972,-0.2913441347442989,0.08488140484990417,-0.0012780465804204978,-0.3650212926998183,0.1332405441242464
27,6.232073259524631,-0.0010642672651826977,-0.0010989167328586242,-0.32066728684026435,0.10282750884949639,-0.001315240282661679,-0.3770657383793924,0.1421785710595964,-0.0012353548705322463,-0.2699056921226256,0.07284908264019356,-0.0014922063941778718,-0.287536781739414,0.08267740085305939,-0.0012975677241639262,-0.170735130160972,0.029150484671084054,-0.0014821092819312831,-0.1869483122307824,0.034949671445938094,-0.0008980154365671448,-0.2326825085262742,0.05414114977407966,-0.001362459544987369,-0.36496876758407826,0.13320220131184093
28,6.471768384890963,-0.0006462437540918792,-0.0010419389454219502,-0.3303105202634009,0.10910503979667859,-0.0006870566142014305,-0.2139906310089291,0.04579199015959964,-0.0003218279890768877,-0.07313511359878232,0.005348744841106794,-0.0009993080495898383,-0.20028374968916351,0.04011358038955151,-0.00045050116647365893,-0.06708425245160315,0.004500296926990423,-0.0009274369472482833,-0.1323907138944087,0.017527301125471184,-0.0009492287389547122,-0.2651411266795257,0.0702998170568883,-0.0006418759677607538,-0.18535721040581007,0.034357295449423744
29,6.711463510257294,-0.00028103196016040057,-0.000974087955480817,-0.23613232616075264,0.05575847545808807,-0.001324068583527254,-0.31534783443372966,0.09944425668204297,-0.00035675571580970534,-0.08832092259735429,0.007800585368447847,-0.0004392084117517137,-0.09589754856210195,0.009196339820220702,-0.00040852868127402056,-0.05945159272670426,0.003534491877741915,-0.0005258356205801872,-0.0733566364844823,0.00538119611631648,-0.0005217259778225966,-0.1206873423551423,0.014565434604747324,-0.0007143315760452799,-0.17083280041016607,0.02918384569597963
